date,rating,review_text,thumbs_up_count,title
2025-11-13 04:58:49,1,"I don't think they maintain quality in the food. Whenever I've eaten anything from them, I've fallen sick with a stomach ache. Every item is overly expensive for some reason. They legit deliver the food in 10 minutes or sometimes even before, which is even more concerning. The coupons and wallet are basically useless, most of the time you can't even apply them.",22,
2025-11-23 08:51:02,5,best quick delivery app. the food comes with proper packaging and the taste is also great and it looks so fresh. i don't know how they are making it possible🙊,6,
2025-11-10 10:12:26,3,I payed for my order but they didn't confirm it my money was deducted. they say it will be refunded(according to the faq) but yo where is your coustomer service pls hire someone to chat atleast. you guys take money doesn't place order. it was my first order. edit: spoke with my bank thy said it will be refunded by 2 days it got trenched changing 1 star to 3 star Faq was right then I emailed them but due to weekend no reply I guess but it's alright everything is sort 🙂,2,
2025-11-16 11:14:02,1,mention the quantity of each product clearly. There was an aloo made product costing around 130 Rs...and it was a few grams small chips shaped.... worse !,2,
2025-11-16 19:29:03,4,Their spinner is basically a scam as it never gives anything other than 10 rupees.,2,
2025-11-27 05:10:35,5,"Fresh and tasty food. I have tried zomato, swiggy and bistro. in terms of fresh and tasty food, they have been hit or miss. Especially bistro, their food is never fresh. Swish has clearly surprised me. Keep going guys.",2,
2025-11-07 14:49:11,1,"truly bad experience, food was horrible and undercooked , delivery guy was also very very rude",1,
2025-11-09 13:34:50,1,useless app... simply posting adds on social media. after installing it's showing up that they couldn't serve u at ur location,1,
2025-11-10 17:10:38,1,"Fix your app, mate. It lags like crazy when you scroll on the homepage",1,
2025-11-14 14:46:01,1,They never ever deliver food in 10 min,1,
2025-11-15 10:56:39,1,I am unable to get otp .Even i entered right mobile number first time say unable to get Otp . Second Time say after 30 second please try,1,
2025-11-21 12:40:08,4,some products are very good quality and some products are normal quality,1,
2025-11-21 13:04:14,5,Food is tasty and delicious and the packaging is outstanding. Cost is affordable and truly appreciate the value for money guaranteed by Swish.,1,
2025-11-23 05:42:19,5,over all thebest app for having good food with good quality and quantity from food packing to door step delivery ... evrything .. professional... loved it ...,1,
2025-11-24 06:33:01,5,"The chicken dum biryani was excellently prepared, the taste was amazing, and it arrived on time. I’m very pleased.",1,
2025-11-26 08:16:06,5,"Amazing Food , warm , great Service",1,
2025-11-19 15:46:41,1,"The referral bonus ....coupons all is a marketing scheme. Its completely useless as each of them have hidden terms and conditions of usage. If this continues the app won't sustain long, hope they rectify.",0,
2025-11-27 14:54:13,1,the price is very much instead go outside and have it this apps are charging 4 time of that products then local,0,
2025-11-28 07:08:25,5,Best app for food delivery the packaging the quality of food amazing go for it guys,0,
2025-11-28 10:00:38,5,"Good food, quick delivery. Hope the food is prepared hygienically. Thanks.",0,
2025-11-29 16:49:35,1,"I used to love the food, coz it was really tasty but from last 2 times the food is really bad not at all tasty, I have complaint to the CS but they did nothing. the taste was good in starting but not worth ordering now.",0,
2025-12-01 04:25:25,5,Good food...delicious and tasty...super fast delivery...thank you Swish❤️,0,
2025-12-01 08:43:44,1,"Very Bad experience i ordered Veg Briyani Rice is over Cooked and i wonder why Egg shell is there in veg Briyani, this is my 2nd time ordering lost hope with Swish App and taste was very bad",0,
2025-12-01 09:12:32,5,I haven't expected from swish they delivered on time and the food was so amazing 🤩 🤤,0,
